CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-04-01 00:00,m/s,1.79441440324047,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-05-01 00:00,m/s,1.33384325409443,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-06-01 00:00,m/s,0.922842146448834,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-07-01 00:00,m/s,0.675369612204428,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-08-01 00:00,m/s,0.688059375781323,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-09-01 00:00,m/s,0.647975340868655,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-10-01 00:00,m/s,0.644294485634884,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-11-01 00:00,m/s,0.850911492392011,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2001-12-01 00:00,m/s,0.704902165517074,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-01-01 00:00,m/s,1.59482541858964,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-02-01 00:00,m/s,2.09623937987364,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-03-01 00:00,m/s,2.03192292983855,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-05-01 00:00,m/s,1.54541838887214,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-06-01 00:00,m/s,1.24653338827655,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-07-01 00:00,m/s,0.956154705965495,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-08-01 00:00,m/s,0.806736820969199,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-09-01 00:00,m/s,0.794291888640986,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-10-01 00:00,m/s,0.659765559537247,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-11-01 00:00,m/s,0.860461371288304,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2002-12-01 00:00,m/s,1.48219210734264,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-01-01 00:00,m/s,1.36795715985996,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-02-01 00:00,m/s,1.94372901311652,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-03-01 00:00,m/s,1.54668613387187,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-04-01 00:00,m/s,1.52036981279086,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-05-01 00:00,m/s,0.938618238710373,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-06-01 00:00,m/s,0.673535713682576,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-07-01 00:00,m/s,0.729046893400651,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-08-01 00:00,m/s,0.616370841284823,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-09-01 00:00,m/s,0.672100772230255,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-10-01 00:00,m/s,1.12040266142908,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-11-01 00:00,m/s,0.71041625134044,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2003-12-01 00:00,m/s,1.915844534391,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-01-01 00:00,m/s,1.33774878773754,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-02-01 00:00,m/s,2.36376304749729,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-03-01 00:00,m/s,2.58452098501915,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-04-01 00:00,m/s,1.48512042270001,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-05-01 00:00,m/s,1.0638413793332,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-06-01 00:00,m/s,0.894821133408034,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-07-01 00:00,m/s,0.865787487451509,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-08-01 00:00,m/s,0.837237296346345,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-10-01 00:00,m/s,1.14469059712022,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-11-01 00:00,m/s,1.75801133410853,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2004-12-01 00:00,m/s,1.84564726997767,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-01-01 00:00,m/s,2.46075446138878,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-02-01 00:00,m/s,2.88429684471505,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-03-01 00:00,m/s,2.03523944353518,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-04-01 00:00,m/s,1.69953675354164,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-05-01 00:00,m/s,1.13516112433036,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-06-01 00:00,m/s,0.744923766013062,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-07-01 00:00,m/s,0.84006606844528,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-08-01 00:00,m/s,0.753944065657671,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-09-01 00:00,m/s,0.846732700321839,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-10-01 00:00,m/s,1.256302529663,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-11-01 00:00,m/s,0.737515252293646,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2005-12-01 00:00,m/s,1.00202675928177,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-01-01 00:00,m/s,1.55695780557239,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-02-01 00:00,m/s,1.82643055434472,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-03-01 00:00,m/s,2.35482634542924,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-04-01 00:00,m/s,1.60950094369917,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-05-01 00:00,m/s,1.09750097440619,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-06-01 00:00,m/s,0.868471756740014,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-07-01 00:00,m/s,0.894771819679346,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-08-01 00:00,m/s,0.919977735497184,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-09-01 00:00,m/s,0.656242992882927,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-10-01 00:00,m/s,1.27502199122105,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-11-01 00:00,m/s,0.828064945063394,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2006-12-01 00:00,m/s,1.10491878304354,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-01-01 00:00,m/s,1.50086805099835,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-02-01 00:00,m/s,1.45652480067421,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-03-01 00:00,m/s,1.53609019461371,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-04-01 00:00,m/s,1.32653208611717,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-05-01 00:00,m/s,0.71497434659245,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-06-01 00:00,m/s,0.530629821739926,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-08-01 00:00,m/s,0.671789388242139,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-09-01 00:00,m/s,0.628289308778687,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-10-01 00:00,m/s,1.33285273232231,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-11-01 00:00,m/s,0.948587490093652,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2007-12-01 00:00,m/s,1.06012746918514,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-01-01 00:00,m/s,1.60570427534621,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-02-01 00:00,m/s,1.9156468959994,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-03-01 00:00,m/s,1.72405848989326,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-04-01 00:00,m/s,1.56895015479879,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-05-01 00:00,m/s,1.00160518882461,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-06-01 00:00,m/s,0.954073704620461,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-07-01 00:00,m/s,0.599800551590216,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-08-01 00:00,m/s,0.844337374307919,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-09-01 00:00,m/s,1.24760288662427,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-10-01 00:00,m/s,0.853655630807632,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-11-01 00:00,m/s,0.665731041698382,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2008-12-01 00:00,m/s,1.41076635152931,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-01-01 00:00,m/s,1.55382558244947,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-02-01 00:00,m/s,2.43903138726519,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-03-01 00:00,m/s,1.93306269734623,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-04-01 00:00,m/s,1.72275133301769,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-05-01 00:00,m/s,0.934559096161635,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-06-01 00:00,m/s,0.961449857989605,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-07-01 00:00,m/s,0.730301148353677,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-08-01 00:00,m/s,0.691727388205636,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-09-01 00:00,m/s,0.848633673387808,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-10-01 00:00,m/s,0.636948481923288,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-11-01 00:00,m/s,0.676307996610195,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2009-12-01 00:00,m/s,1.07324564409413,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-01-01 00:00,m/s,1.46342713247902,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-02-01 00:00,m/s,1.79537877595207,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-03-01 00:00,m/s,1.86202871437305,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-04-01 00:00,m/s,1.1844247187663,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-05-01 00:00,m/s,1.15927360681884,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-06-01 00:00,m/s,0.794116097670342,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-07-01 00:00,m/s,0.757561900962942,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-08-01 00:00,m/s,0.618548230488514,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-09-01 00:00,m/s,0.92284685145756,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-10-01 00:00,m/s,1.10488352181108,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-11-01 00:00,m/s,1.37974830524987,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2010-12-01 00:00,m/s,1.33975090546731,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-01-01 00:00,m/s,1.3049353834592,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-02-01 00:00,m/s,1.57273314704322,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-03-01 00:00,m/s,1.80822101964078,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-04-01 00:00,m/s,1.42698358798344,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-05-01 00:00,m/s,1.07679259951729,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-06-01 00:00,m/s,0.931813517844372,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-07-01 00:00,m/s,0.884520412050436,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-08-01 00:00,m/s,0.964971247459454,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2011-12-01 00:00,m/s,1.02414850422406,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-01-01 00:00,m/s,1.40234038875963,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-02-01 00:00,m/s,1.83321907137153,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-03-01 00:00,m/s,1.95709284983489,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-04-01 00:00,m/s,1.24502625641742,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-05-01 00:00,m/s,0.981190070210192,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-06-01 00:00,m/s,0.950256303466571,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-07-01 00:00,m/s,1.00179498963963,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-08-01 00:00,m/s,0.82715823416813,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-09-01 00:00,m/s,0.682117567795678,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-10-01 00:00,m/s,1.27915363909255,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-11-01 00:00,m/s,0.914923183464732,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2012-12-01 00:00,m/s,1.44998461725265,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2013-01-01 00:00,m/s,1.64026612573676,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2013-02-01 00:00,m/s,1.82362844686411,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2013-03-01 00:00,m/s,2.36212431601493,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],VEL VIENTO,Velocidad del viento vectorial media mensual,2013-04-01 00:00,m/s,1.71653799489635,Preliminar
